# security split manifest (sample)
cusip,part
46005L101,development
460146103,development
46050R102,development
46064R114,development
460690100,development
46090A101,development
46090A663,development
46090A689,holdout
46090A705,development
46090A713,holdout
46090A721,development
46090A739,development
46090A747,development
46090A788,development
46090A804,development
46090A853,development
46090A879,holdout
46090A887,development
46090E103,holdout
46090F100,development
46090N103,development
46090R104,development
46091J101,development
46092D103,development
46092D129,development
46092D145,development
46092D160,development
46092D202,holdout
46092D210,development
46092D269,development
46092D301,development
46092D327,development
46092D368,holdout
46092D376,development
46092D384,development
46092D400,development
46092D426,development
46092D434,development
46092D459,development
46092D475,development
46092D483,development
46092D566,development
46092D582,development
46092D590,development
46092D632,development
46092D640,holdout
46092D657,development
46092D665,development
46092D673,development
46092D681,development
46092D715,development
46092D723,development
46092D731,development
46092D749,development
46092D756,development
46092D764,holdout
46092D772,development
46092D780,development
461147100,development
461148108,development
46116X101,development
461202103,development
46120E602,holdout
46121E205,development
46121E304,development
46121Y201,development
46122W204,development
46122W303,development
46124J201,holdout
46124U107,development
46125A100,development
46125A118,development
46127B304,holdout
46127B502,development
46127B601,development
46131B704,holdout
46131H107,development
46131J103,holdout
46131T101,development
46132C107,holdout
46132E103,holdout
46132H106,development
46132K109,development
46132L107,development
46132X101,development
46133G107,development
46134L105,development
46136K105,development
46137R109,holdout
46137V100,development
46137V118,development
46137V134,development
46137V142,development
46137V159,development
46137V167,development
46137V175,development
46137V191,development
46137V217,development
46137V225,development
46137V233,development
